,Date,sensor,value
65,14/02/21 14:27:30,Temperatura,23.443966979668748
66,14/02/21 14:27:31,Temperatura,25.148567189972766
67,14/02/21 14:27:33,Temperatura,27.606874822274857
68,14/02/21 14:27:34,Temperatura,29.815957734205742
69,14/02/21 14:27:35,Temperatura,26.69497577624399
70,14/02/21 14:27:36,Temperatura,28.561890614305423
71,14/02/21 14:27:38,Temperatura,31.20846821580142
72,14/02/21 14:27:39,Temperatura,28.767800357705944
73,14/02/21 14:27:40,Temperatura,32.94559182168271
74,14/02/21 14:27:41,Temperatura,28.822438104679467
75,14/02/21 14:27:43,Temperatura,36.84293959099254
76,14/02/21 14:27:44,Temperatura,26.418289976890115
77,14/02/21 14:27:45,Temperatura,15.069876714065252
78,14/02/21 14:27:47,Temperatura,31.230963954860357
79,14/02/21 14:27:48,Temperatura,30.282942295713536
80,14/02/21 14:27:49,Temperatura,32.96447473734364
81,14/02/21 14:27:51,Temperatura,29.280578901500512
82,14/02/21 14:27:53,Temperatura,29.74164487735378
83,14/02/21 14:27:54,Temperatura,28.60509527007487
84,14/02/21 14:27:55,Temperatura,30.14815884705611
85,14/02/21 14:27:56,Temperatura,31.240087021831577
86,14/02/21 14:27:58,Temperatura,32.007628458614015
87,14/02/21 14:27:59,Temperatura,25.08021360610492
88,14/02/21 14:28:00,Temperatura,19.947973677764228
89,14/02/21 14:28:01,Temperatura,29.773574655644474
90,14/02/21 14:28:03,Temperatura,24.91337145604766
91,14/02/21 14:28:05,Temperatura,27.801600266690535
92,14/02/21 14:28:06,Temperatura,26.15593831035927
93,14/02/21 14:28:08,Temperatura,21.982819967395116
94,14/02/21 14:28:09,Temperatura,34.038881905675304
95,14/02/21 14:28:11,Temperatura,37.235818022298425
96,14/02/21 14:28:12,Temperatura,35.195700029804016
97,14/02/21 14:28:14,Temperatura,22.707278375108466
98,14/02/21 14:28:15,Temperatura,27.077738576858387
99,14/02/21 14:28:17,Temperatura,27.62285823308337
100,14/02/21 14:28:18,Temperatura,33.54579855585615
101,14/02/21 14:28:19,Temperatura,32.37170020046984
102,14/02/21 14:28:21,Temperatura,25.72906258732516
103,14/02/21 14:28:22,Temperatura,38.419876330476676
104,14/02/21 14:28:23,Temperatura,28.765686167107596
105,14/02/21 14:28:25,Temperatura,35.963708652619005
106,14/02/21 14:28:26,Temperatura,23.60794244335123
107,14/02/21 14:28:28,Temperatura,29.988310329188547
108,14/02/21 14:28:29,Temperatura,30.776975504221593
109,14/02/21 14:28:30,Temperatura,25.429378320287412
110,14/02/21 14:28:32,Temperatura,30.796857044858175
111,14/02/21 14:28:33,Temperatura,26.094498611844436
112,14/02/21 14:28:34,Temperatura,20.45168275959432
113,14/02/21 14:28:36,Temperatura,32.275016465548994
114,14/02/21 14:28:37,Temperatura,27.509340733747166
115,14/02/21 14:28:38,Temperatura,33.45879283924298
116,14/02/21 14:28:40,Temperatura,35.7973940588547
117,14/02/21 14:28:41,Temperatura,23.609424967657002
118,14/02/21 14:28:42,Temperatura,27.015815028054462
119,14/02/21 14:28:44,Temperatura,24.542677565380885
120,14/02/21 14:28:45,Temperatura,33.20702135394133
121,14/02/21 14:28:46,Temperatura,24.59032471639548
122,14/02/21 14:28:48,Temperatura,35.01985828594012
123,14/02/21 14:28:49,Temperatura,26.83933591673704
124,14/02/21 14:28:50,Temperatura,28.602576526692733
125,14/02/21 14:28:52,Temperatura,32.04108670425262
126,14/02/21 14:28:53,Temperatura,29.415164500382613
127,14/02/21 14:28:54,Temperatura,34.7569927030113
128,14/02/21 14:28:56,Temperatura,25.79722864768724
129,14/02/21 14:28:57,Temperatura,33.37143824503936
130,14/02/21 14:28:58,Temperatura,22.658770003937693
131,14/02/21 14:29:00,Temperatura,32.4639297444846
132,14/02/21 14:29:01,Temperatura,27.086776020262676
133,14/02/21 14:29:02,Temperatura,30.421389266535552
134,14/02/21 14:29:04,Temperatura,35.48755240692799
135,14/02/21 14:29:05,Temperatura,41.280287609742814
136,14/02/21 14:29:06,Temperatura,24.330450489922914
137,14/02/21 14:29:08,Temperatura,18.504927184157197
138,14/02/21 14:29:09,Temperatura,31.055375933465857
139,14/02/21 14:29:11,Temperatura,35.97490282186607
140,14/02/21 14:29:12,Temperatura,26.464554493779243
141,14/02/21 14:29:14,Temperatura,23.023760264794966
142,14/02/21 14:29:15,Temperatura,36.76140077641271
143,14/02/21 14:29:17,Temperatura,30.647261934241588
144,14/02/21 14:29:18,Temperatura,22.795488404713602
145,14/02/21 14:29:20,Temperatura,31.48842813989485
146,14/02/21 14:29:21,Temperatura,34.45431676670367
147,14/02/21 14:29:23,Temperatura,21.69234310401194
148,14/02/21 14:29:24,Temperatura,32.33591382448573
149,14/02/21 14:29:26,Temperatura,32.01231675826069
150,14/02/21 14:29:27,Temperatura,27.739206238565274
151,14/02/21 14:29:28,Temperatura,33.075672948506565
152,14/02/21 14:29:30,Temperatura,37.185955210303
153,14/02/21 14:29:31,Temperatura,28.802902156562418
154,14/02/21 14:29:32,Temperatura,37.83707861647391
155,14/02/21 14:29:34,Temperatura,26.48458918628387
156,14/02/21 14:29:35,Temperatura,30.40067594934977
157,14/02/21 14:29:37,Temperatura,23.08498458012071
158,14/02/21 14:29:39,Temperatura,26.620869486194415
159,14/02/21 14:29:40,Temperatura,22.198455587903975
160,14/02/21 14:29:41,Temperatura,37.31722836152905
161,14/02/21 14:29:43,Temperatura,31.60852598499308
162,14/02/21 14:29:44,Temperatura,31.373596594374074
163,14/02/21 14:29:45,Temperatura,31.648531108991516
164,14/02/21 14:29:47,Temperatura,22.754066039725444
165,14/02/21 14:29:48,Temperatura,39.707263008028605
166,14/02/21 14:29:50,Temperatura,26.982261734356154
167,14/02/21 14:29:51,Temperatura,41.36437997650127
168,14/02/21 14:29:52,Temperatura,27.434092740238455
169,14/02/21 14:29:53,Temperatura,33.00638747949415
170,14/02/21 14:29:55,Temperatura,22.254610353487223
171,14/02/21 14:29:56,Temperatura,23.594598238016165
172,14/02/21 14:29:57,Temperatura,25.370402675133334
173,14/02/21 14:29:59,Temperatura,31.76290252239933
174,14/02/21 14:30:00,Temperatura,22.72031523560936
175,14/02/21 14:30:01,Temperatura,30.30734803772734
176,14/02/21 14:30:03,Temperatura,33.87613624790286
177,14/02/21 14:30:04,Temperatura,35.91217509783695
178,14/02/21 14:30:05,Temperatura,32.16362298089941
179,14/02/21 14:30:06,Temperatura,23.652684581437306
180,14/02/21 14:30:08,Temperatura,36.761682406822224
181,14/02/21 14:30:09,Temperatura,24.51829868159879
182,14/02/21 14:30:10,Temperatura,32.348490802844
183,14/02/21 14:30:12,Temperatura,24.693342233901653
184,14/02/21 14:30:13,Temperatura,41.463345171211586
185,14/02/21 14:30:14,Temperatura,28.41418245205178
186,14/02/21 14:30:16,Temperatura,27.36027527477647
187,14/02/21 14:30:17,Temperatura,38.44315896064428
188,14/02/21 14:30:18,Temperatura,23.330084650806413
189,14/02/21 14:30:20,Temperatura,34.42244019294497
190,14/02/21 14:30:21,Temperatura,30.201397462490714
191,14/02/21 14:30:22,Temperatura,35.15138365762493
192,14/02/21 14:30:24,Temperatura,22.457912362439977
193,14/02/21 14:30:25,Temperatura,31.10435048552531
194,14/02/21 14:30:26,Temperatura,35.3279256695743
195,14/02/21 14:30:28,Temperatura,24.323803218885477
196,14/02/21 14:30:29,Temperatura,27.747228470889308
197,14/02/21 14:30:31,Temperatura,19.20479699006592
198,14/02/21 14:30:32,Temperatura,19.50747168166091
199,14/02/21 14:30:34,Temperatura,26.870833901911688
200,14/02/21 14:30:35,Temperatura,25.77688425763693
201,14/02/21 14:30:37,Temperatura,38.29098563949797
202,14/02/21 14:30:39,Temperatura,30.31642431585774
203,14/02/21 14:30:42,Temperatura,32.07932448081015
204,14/02/21 14:30:43,Temperatura,25.50426118381884
205,14/02/21 14:30:45,Temperatura,30.574008005012494
206,14/02/21 14:30:46,Temperatura,32.97767687639639
207,14/02/21 14:30:48,Temperatura,29.521571193576655
208,14/02/21 14:30:49,Temperatura,31.46433053421387
209,14/02/21 14:30:51,Temperatura,32.88426070881211
210,14/02/21 14:30:52,Temperatura,34.96414242137845
211,14/02/21 14:30:55,Temperatura,25.148624469189166
212,14/02/21 14:30:58,Temperatura,32.66205420951387
213,14/02/21 14:30:59,Temperatura,31.609739115679965
214,14/02/21 14:31:01,Temperatura,33.906490435881764
215,14/02/21 14:31:03,Temperatura,23.9772910268513
1,14/02/21 14:31:41,Maximo,43.41179621332438
216,14/02/21 14:31:04,Temperatura,21.716550613128796
1,14/02/21 14:31:42,Minimo,14.216464182663051
217,14/02/21 14:31:05,Temperatura,22.433073832698497
1,14/02/21 14:31:42,Promedio,30.14606483347533
218,14/02/21 14:31:07,Temperatura,38.91668801513912
1,14/02/21 14:31:44,Varianza,25.373297033011497
219,14/02/21 14:31:09,Temperatura,30.58231415076968
220,14/02/21 14:31:11,Temperatura,24.446212923048858
1,14/02/21 14:31:44,Mediana,30.313277966046346
221,14/02/21 14:31:13,Temperatura,24.8882721901022
1,14/02/21 14:31:45,Desviacion,5.032816921973912
222,14/02/21 14:31:15,Temperatura,27.36680013011239
223,14/02/21 14:31:16,Temperatura,22.317920518409608
224,14/02/21 14:31:17,Temperatura,29.693492989137006
225,14/02/21 14:31:19,Temperatura,27.370425225685082
226,14/02/21 14:31:20,Temperatura,19.600512353103014
227,14/02/21 14:31:22,Temperatura,25.830827896589316
228,14/02/21 14:31:23,Temperatura,29.392988444468706
229,14/02/21 14:31:25,Temperatura,30.697269061292303
230,14/02/21 14:31:26,Temperatura,37.72073340425522
231,14/02/21 14:31:27,Temperatura,34.92776845505606
232,14/02/21 14:31:28,Temperatura,30.592849196826503
233,14/02/21 14:31:30,Temperatura,26.766154721158316
234,14/02/21 14:31:32,Temperatura,27.784245083803746
235,14/02/21 14:31:33,Temperatura,38.741484769364035
236,14/02/21 14:31:34,Temperatura,31.453627628281378
237,14/02/21 14:31:36,Temperatura,27.75399589495407
238,14/02/21 14:31:37,Temperatura,39.493205779532815
239,14/02/21 14:31:38,Temperatura,34.04400178905088
240,14/02/21 14:31:40,Temperatura,22.665281590237363
241,14/02/21 14:31:41,Temperatura,29.84307292318512
242,14/02/21 14:31:43,Temperatura,30.148291112527538
243,14/02/21 14:31:44,Temperatura,35.34322209748642
244,14/02/21 14:31:46,Temperatura,26.809772964663633
245,14/02/21 14:31:47,Temperatura,28.155373213781644
246,14/02/21 14:31:49,Temperatura,29.886945505505665
247,14/02/21 14:31:51,Temperatura,28.942329475663747
248,14/02/21 14:31:53,Temperatura,31.432331937293604
249,14/02/21 14:31:54,Temperatura,28.466822479502213
250,14/02/21 14:31:56,Temperatura,34.01516860573961
251,14/02/21 14:31:57,Temperatura,31.935172276485346
252,14/02/21 14:31:59,Temperatura,40.87720461876756
253,14/02/21 14:32:00,Temperatura,30.813830158659542
254,14/02/21 14:32:01,Temperatura,34.898088454537444
255,14/02/21 14:32:03,Temperatura,32.017419703151134
256,14/02/21 14:32:04,Temperatura,32.63230628675128
257,14/02/21 14:32:06,Temperatura,36.77093386649554
258,14/02/21 14:32:07,Temperatura,27.54540585352158
259,14/02/21 14:32:08,Temperatura,37.008945304511116
260,14/02/21 14:32:10,Temperatura,22.100448702684744
261,14/02/21 14:32:11,Temperatura,32.461396178289796
262,14/02/21 14:32:13,Temperatura,28.064943772548716
263,14/02/21 14:32:14,Temperatura,29.327588300670644
264,14/02/21 14:32:15,Temperatura,30.462499885656644
265,14/02/21 14:32:17,Temperatura,34.281458796747856
266,14/02/21 14:32:18,Temperatura,37.24888414994129
267,14/02/21 14:32:19,Temperatura,29.782903555684538
268,14/02/21 14:32:21,Temperatura,28.60546716669871
1,14/02/21 14:31:50,Maximo,43.41179621332438
1,14/02/21 14:32:22,Minimo,14.216464182663051
269,14/02/21 14:32:22,Temperatura,27.84451310739219
1,14/02/21 14:32:23,Promedio,30.068878580357687
1,14/02/21 14:32:23,Varianza,25.543722950083495
270,14/02/21 14:32:24,Temperatura,32.28257154578237
1,14/02/21 14:32:24,Mediana,30.28538384835777
1,14/02/21 14:32:25,Desviacion,5.04981658399146
271,14/02/21 14:32:25,Temperatura,21.501764700832673
272,14/02/21 14:32:27,Temperatura,30.170331461052076
273,14/02/21 14:32:28,Temperatura,28.104071696380508
274,14/02/21 14:32:30,Temperatura,37.97994303327943
275,14/02/21 14:32:31,Temperatura,39.19871995177881
276,14/02/21 14:32:33,Temperatura,26.465448216683285
277,14/02/21 14:32:34,Temperatura,32.14990851585767
278,14/02/21 14:32:35,Temperatura,27.08675611787414
279,14/02/21 14:32:37,Temperatura,35.76803980981299
280,14/02/21 14:32:38,Temperatura,32.0306740904001
281,14/02/21 14:32:39,Temperatura,38.01786547394469
282,14/02/21 14:32:40,Temperatura,36.27261244200048
283,14/02/21 14:32:42,Temperatura,29.68135535801825
284,14/02/21 14:32:43,Temperatura,40.84394062519483
285,14/02/21 14:32:44,Temperatura,33.310282119604445
286,14/02/21 14:32:46,Temperatura,31.024052245391943
287,14/02/21 14:32:47,Temperatura,41.82230752081002
288,14/02/21 14:32:48,Temperatura,29.628833348225562
289,14/02/21 14:32:50,Temperatura,35.75825115426357
290,14/02/21 14:32:51,Temperatura,31.761305029382353
291,14/02/21 14:32:52,Temperatura,35.577461164197864
292,14/02/21 14:32:54,Temperatura,33.421674527020656
293,14/02/21 14:32:55,Temperatura,30.251308851851725
294,14/02/21 14:32:57,Temperatura,36.56607287217611
295,14/02/21 14:32:58,Temperatura,29.01467088662736
296,14/02/21 14:33:00,Temperatura,27.232136192477935
297,14/02/21 14:33:02,Temperatura,25.60259823816307
298,14/02/21 14:33:03,Temperatura,29.547516740240784
299,14/02/21 14:33:04,Temperatura,33.26687107375074
300,14/02/21 14:33:06,Temperatura,32.65806775165548
301,14/02/21 14:33:07,Temperatura,24.51846095640506
302,14/02/21 14:33:09,Temperatura,39.05646297663435
303,14/02/21 14:33:10,Temperatura,26.441251382364616
304,14/02/21 14:33:12,Temperatura,30.735358137917682
305,14/02/21 14:33:13,Temperatura,28.733161627498493
306,14/02/21 14:33:15,Temperatura,28.59943025948368
307,14/02/21 14:33:16,Temperatura,28.20920434202946
308,14/02/21 14:33:17,Temperatura,21.562939414056224
309,14/02/21 14:33:19,Temperatura,29.428892565658845
310,14/02/21 14:33:20,Temperatura,34.635088932125306
311,14/02/21 14:33:21,Temperatura,31.56663443414151
312,14/02/21 14:33:23,Temperatura,33.42902284787105
313,14/02/21 14:33:24,Temperatura,30.10232932590368
314,14/02/21 14:33:26,Temperatura,35.87677409946073
315,14/02/21 14:33:27,Temperatura,25.68201486818743
316,14/02/21 14:33:28,Temperatura,29.048760300817435
317,14/02/21 14:33:30,Temperatura,32.37650707251183
318,14/02/21 14:33:31,Temperatura,32.87409366075253
319,14/02/21 14:33:32,Temperatura,23.344026136006505
320,14/02/21 14:33:34,Temperatura,31.945711116585965
321,14/02/21 14:33:35,Temperatura,24.424798050047514
322,14/02/21 14:33:36,Temperatura,31.06900869647171
323,14/02/21 14:33:38,Temperatura,31.653686686677037
324,14/02/21 14:33:39,Temperatura,32.41293434249124
325,14/02/21 14:33:40,Temperatura,31.193465994936098
326,14/02/21 14:33:41,Temperatura,22.347834265411045
327,14/02/21 14:33:43,Temperatura,30.234933740212774
328,14/02/21 14:33:44,Temperatura,15.14413980282458
329,14/02/21 14:33:46,Temperatura,27.009493423364976
330,14/02/21 14:33:47,Temperatura,30.124422560618545
331,14/02/21 14:33:48,Temperatura,22.398896984867918
332,14/02/21 14:33:50,Temperatura,31.97047416836413
333,14/02/21 14:33:51,Temperatura,34.198526339096254
334,14/02/21 14:33:52,Temperatura,28.24664265018296
335,14/02/21 14:33:54,Temperatura,33.33398089875966
336,14/02/21 14:33:55,Temperatura,36.757617243078656
337,14/02/21 14:33:57,Temperatura,31.67341228256579
338,14/02/21 14:33:58,Temperatura,24.431879414310014
339,14/02/21 14:33:59,Temperatura,24.111080326810182
340,14/02/21 14:34:01,Temperatura,23.83574348986319
341,14/02/21 14:34:02,Temperatura,34.95669492393858
342,14/02/21 14:34:03,Temperatura,27.47208395107146
343,14/02/21 14:34:05,Temperatura,32.36393825118722
344,14/02/21 14:34:06,Temperatura,33.537988554154744
345,14/02/21 14:34:07,Temperatura,35.30590832907386
346,14/02/21 14:34:09,Temperatura,33.592654252205165
347,14/02/21 14:34:10,Temperatura,29.9545984875577
348,14/02/21 14:34:12,Temperatura,34.07617967159241
349,14/02/21 14:34:13,Temperatura,28.57075696874289
350,14/02/21 14:34:15,Temperatura,29.830226261198955
351,14/02/21 14:34:16,Temperatura,30.798205237101314
352,14/02/21 14:34:18,Temperatura,32.82405809138656
353,14/02/21 14:34:19,Temperatura,26.15424512660024
354,14/02/21 14:34:21,Temperatura,38.84478555318857
355,14/02/21 14:34:22,Temperatura,29.784460247372515
356,14/02/21 14:34:24,Temperatura,30.87681985895505
357,14/02/21 14:34:26,Temperatura,34.78700663653376
358,14/02/21 14:34:27,Temperatura,30.754625021567175
359,14/02/21 14:34:29,Temperatura,35.081810773219495
360,14/02/21 14:34:30,Temperatura,30.1231604255968
361,14/02/21 14:34:32,Temperatura,31.521035117568825
362,14/02/21 14:34:33,Temperatura,26.482360135490246
363,14/02/21 14:34:34,Temperatura,32.83510542544764
364,14/02/21 14:34:35,Temperatura,28.847115552743386
365,14/02/21 14:34:37,Temperatura,30.27496402983237
1,14/02/21 14:34:38,Maximo,43.41179621332438
1,14/02/21 14:34:38,Minimo,14.216464182663051
366,14/02/21 14:34:38,Temperatura,32.49881596183499
1,14/02/21 14:34:39,Promedio,30.246021440323137
1,14/02/21 14:34:39,Varianza,24.6190452757757
1,14/02/21 14:34:39,Mediana,30.41103260794266
1,14/02/21 14:34:39,Desviacion,4.958358655464511
367,14/02/21 14:34:40,Temperatura,27.940090345719113
368,14/02/21 14:34:41,Temperatura,19.94375527914245
369,14/02/21 14:34:43,Temperatura,37.33458659537675
370,14/02/21 14:34:44,Temperatura,29.304664335159284
371,14/02/21 14:34:45,Temperatura,33.26376914645348
372,14/02/21 14:34:47,Temperatura,21.750907215436314
373,14/02/21 14:34:48,Temperatura,28.532167427206893
374,14/02/21 14:34:50,Temperatura,35.786675346534565
375,14/02/21 14:34:51,Temperatura,29.56524482585445
376,14/02/21 14:34:52,Temperatura,37.35883908878964
377,14/02/21 14:34:54,Temperatura,32.51633419025438
378,14/02/21 14:34:55,Temperatura,28.857272254538092
1,14/02/21 14:34:57,Maximo,43.41179621332438
379,14/02/21 14:34:57,Temperatura,38.877270609728185
1,14/02/21 14:34:57,Minimo,14.216464182663051
1,14/02/21 14:34:58,Promedio,30.247979506659746
1,14/02/21 14:34:58,Varianza,24.646890350571145
1,14/02/21 14:34:58,Mediana,30.40067594934977
380,14/02/21 14:34:58,Temperatura,32.18344485323369
1,14/02/21 14:34:59,Desviacion,4.961221444723587
381,14/02/21 14:34:59,Temperatura,34.201999645334354
382,14/02/21 14:35:01,Temperatura,24.32851612678416
383,14/02/21 14:35:02,Temperatura,24.916228044767248
384,14/02/21 14:35:03,Temperatura,21.965308599703913
385,14/02/21 14:35:05,Temperatura,14.859596921585718
386,14/02/21 14:35:06,Temperatura,31.1163679420481
387,14/02/21 14:35:07,Temperatura,37.09610731934508
388,14/02/21 14:35:09,Temperatura,32.77600852540695
389,14/02/21 14:35:10,Temperatura,23.82636659826102
390,14/02/21 14:35:12,Temperatura,35.614724271481876
391,14/02/21 14:35:13,Temperatura,28.032346401969658
392,14/02/21 14:35:14,Temperatura,27.839161920525164
393,14/02/21 14:35:15,Temperatura,21.8818959516854
394,14/02/21 14:35:17,Temperatura,20.897392871673784
395,14/02/21 14:35:18,Temperatura,22.503553533265283
396,14/02/21 14:35:19,Temperatura,28.24488138052099
397,14/02/21 14:35:21,Temperatura,25.83928223070559
398,14/02/21 14:35:22,Temperatura,29.42653495659218
399,14/02/21 14:35:24,Temperatura,35.82055164026848
400,14/02/21 14:35:25,Temperatura,27.18738686036205
401,14/02/21 14:35:27,Temperatura,26.975238761425395
402,14/02/21 14:35:28,Temperatura,33.95008738430991
403,14/02/21 14:35:29,Temperatura,34.791443175192754
404,14/02/21 14:35:30,Temperatura,33.62428527967215
405,14/02/21 14:35:32,Temperatura,29.6786254047561
406,14/02/21 14:35:33,Temperatura,30.55969160205076
407,14/02/21 14:35:35,Temperatura,35.25069538240888
408,14/02/21 14:35:36,Temperatura,30.43472315135407
409,14/02/21 14:35:38,Temperatura,29.2406327015708
410,14/02/21 14:35:39,Temperatura,26.548105654527724
411,14/02/21 14:35:41,Temperatura,15.739952428162523
412,14/02/21 14:35:42,Temperatura,27.464794619018075
413,14/02/21 14:35:44,Temperatura,34.138262360640496
414,14/02/21 14:35:45,Temperatura,38.453322630136526
415,14/02/21 14:35:47,Temperatura,26.396083706223152
416,14/02/21 14:35:49,Temperatura,26.536344290026243
417,14/02/21 14:35:50,Temperatura,23.637709755269725
1,14/02/21 14:35:51,Maximo,43.41179621332438
1,14/02/21 14:35:51,Minimo,14.216464182663051
1,14/02/21 14:35:51,Promedio,30.175324423197168
1,14/02/21 14:35:52,Varianza,25.138240905144038
418,14/02/21 14:35:52,Temperatura,30.207028608740334
1,14/02/21 14:35:52,Mediana,30.308739826981146
1,14/02/21 14:35:52,Desviacion,5.010598249413941
419,14/02/21 14:35:53,Temperatura,30.654662789911995
420,14/02/21 14:35:54,Temperatura,27.69820515334203
421,14/02/21 14:35:56,Temperatura,34.296701926813164
422,14/02/21 14:35:57,Temperatura,30.624764058015042
423,14/02/21 14:35:58,Temperatura,37.01330985697745
424,14/02/21 14:36:00,Temperatura,39.24646175870165
425,14/02/21 14:36:01,Temperatura,26.079600562310272
426,14/02/21 14:36:02,Temperatura,35.18841491220348
427,14/02/21 14:36:03,Temperatura,34.32360613764972
428,14/02/21 14:36:05,Temperatura,26.53582290730625
429,14/02/21 14:36:06,Temperatura,26.96732716988869
430,14/02/21 14:36:08,Temperatura,24.93600557037988
431,14/02/21 14:36:09,Temperatura,35.56067034390027
432,14/02/21 14:36:10,Temperatura,33.105011648579605
433,14/02/21 14:36:11,Temperatura,29.760130326695702
434,14/02/21 14:36:13,Temperatura,36.97899074251279
435,14/02/21 14:36:14,Temperatura,33.451536089637436
436,14/02/21 14:36:16,Temperatura,25.50039214378559
437,14/02/21 14:36:17,Temperatura,36.801051691901776
438,14/02/21 14:36:18,Temperatura,29.61091048361197
439,14/02/21 14:36:20,Temperatura,43.64438207972759
440,14/02/21 14:36:21,Temperatura,31.421736438038355
441,14/02/21 14:36:22,Temperatura,35.01122647318506
442,14/02/21 14:36:24,Temperatura,19.04037633573916
443,14/02/21 14:36:25,Temperatura,34.71850735174165
444,14/02/21 14:36:27,Temperatura,17.63849113159114
445,14/02/21 14:36:28,Temperatura,27.50617955110848
446,14/02/21 14:36:29,Temperatura,22.720030049629223
447,14/02/21 14:36:31,Temperatura,36.2345925112387
448,14/02/21 14:36:32,Temperatura,25.80545615707966
449,14/02/21 14:36:33,Temperatura,29.715225726675428
450,14/02/21 14:36:35,Temperatura,26.031478871579807
451,14/02/21 14:36:36,Temperatura,25.310673279558085
452,14/02/21 14:36:37,Temperatura,27.723408460545826
453,14/02/21 14:36:39,Temperatura,17.299434862614113
454,14/02/21 14:36:40,Temperatura,32.25188749713246
455,14/02/21 14:36:41,Temperatura,29.87773100713396
456,14/02/21 14:36:43,Temperatura,28.937607129827768
457,14/02/21 14:36:44,Temperatura,31.1099411706222
458,14/02/21 14:36:45,Temperatura,26.99784109592438
459,14/02/21 14:36:47,Temperatura,30.32024570918183
460,14/02/21 14:36:48,Temperatura,25.03489447036028
461,14/02/21 14:36:50,Temperatura,27.776256408682357
462,14/02/21 14:36:51,Temperatura,28.106137519423115
463,14/02/21 14:36:53,Temperatura,22.8250584401043
464,14/02/21 14:36:54,Temperatura,32.29440089414262
465,14/02/21 14:36:56,Temperatura,37.74107544007763
466,14/02/21 14:36:57,Temperatura,31.047653269196466
467,14/02/21 14:36:59,Temperatura,29.18722672425276
468,14/02/21 14:37:01,Temperatura,33.75072654615624
469,14/02/21 14:37:02,Temperatura,28.878763568450204
470,14/02/21 14:37:04,Temperatura,20.805773012930466
471,14/02/21 14:37:05,Temperatura,31.3530696490107
472,14/02/21 14:37:06,Temperatura,33.87164182712491
473,14/02/21 14:37:08,Temperatura,27.205842496354684
474,14/02/21 14:37:09,Temperatura,29.702664226995346
475,14/02/21 14:37:11,Temperatura,24.589567796258557
476,14/02/21 14:37:12,Temperatura,26.793824544218268
477,14/02/21 14:37:13,Temperatura,34.59873817412732
478,14/02/21 14:37:15,Temperatura,32.423950690172695
479,14/02/21 14:37:16,Temperatura,27.065547644393416
480,14/02/21 14:37:18,Temperatura,29.146929635967993
481,14/02/21 14:37:20,Temperatura,28.443183829424072
482,14/02/21 14:37:22,Temperatura,28.262138430675183
483,14/02/21 14:37:24,Temperatura,34.44668106684001
484,14/02/21 14:37:26,Temperatura,21.627260669712996
485,14/02/21 14:37:29,Temperatura,29.20133282242892
486,14/02/21 14:37:31,Temperatura,27.319345053538868
487,14/02/21 14:37:32,Temperatura,38.78275708769057
488,14/02/21 14:37:34,Temperatura,21.22151409055271
489,14/02/21 14:37:36,Temperatura,30.29595621505172
490,14/02/21 14:37:37,Temperatura,18.060806883152654
491,14/02/21 14:37:38,Temperatura,36.59664338021736
492,14/02/21 14:37:40,Temperatura,35.236515544245
493,14/02/21 14:37:41,Temperatura,26.483025320110514
494,14/02/21 14:37:43,Temperatura,24.33414946038961
495,14/02/21 14:37:45,Temperatura,25.595212276993305
496,14/02/21 14:37:47,Temperatura,39.95980051758845
497,14/02/21 14:37:48,Temperatura,31.003798506602962
498,14/02/21 14:37:50,Temperatura,35.4386311798506
499,14/02/21 14:37:54,Temperatura,34.48633544308379
500,14/02/21 14:37:55,Temperatura,28.8379553296355
501,14/02/21 14:37:56,Temperatura,28.61693577305724
502,14/02/21 14:37:58,Temperatura,38.325532507687235
503,14/02/21 14:38:01,Temperatura,25.454455495977935
504,14/02/21 14:38:03,Temperatura,26.459855018804014
505,14/02/21 14:38:04,Temperatura,24.949120667333524
506,14/02/21 14:38:06,Temperatura,34.15693524500159
507,14/02/21 14:38:07,Temperatura,35.01056760821366
508,14/02/21 14:38:09,Temperatura,31.504628042492982
509,14/02/21 14:38:13,Temperatura,29.665659013459546
510,14/02/21 14:38:17,Temperatura,27.34875280573241
511,14/02/21 14:38:19,Temperatura,39.667049115998324
512,14/02/21 14:38:22,Temperatura,21.220756658102335
513,14/02/21 14:38:25,Temperatura,26.103208180451794
514,14/02/21 14:38:27,Temperatura,33.56901152697308
515,14/02/21 14:38:28,Temperatura,24.636024185648726
516,14/02/21 14:38:30,Temperatura,28.922757229480094
517,14/02/21 14:38:31,Temperatura,33.744394915161
518,14/02/21 14:38:32,Temperatura,33.273592895851046
519,14/02/21 14:38:34,Temperatura,31.801835380840668
520,14/02/21 14:38:35,Temperatura,30.17201509993221
521,14/02/21 14:38:37,Temperatura,34.79510671964976
522,14/02/21 14:38:38,Temperatura,39.20781844754096
523,14/02/21 14:38:39,Temperatura,25.136713043119443
524,14/02/21 14:38:41,Temperatura,36.51135927442259
525,14/02/21 14:38:42,Temperatura,25.60965999888061
526,14/02/21 14:38:43,Temperatura,30.143956673020025
527,14/02/21 14:38:45,Temperatura,37.17468563825281
528,14/02/21 14:38:46,Temperatura,26.863210878480803
529,14/02/21 14:38:48,Temperatura,41.06288044656682
530,14/02/21 14:38:49,Temperatura,27.23717930605364
531,14/02/21 14:38:50,Temperatura,32.53314832904057
532,14/02/21 14:38:52,Temperatura,16.682687275787007
533,14/02/21 14:38:53,Temperatura,27.932166049574512
534,14/02/21 14:38:54,Temperatura,34.999687718199894
